blue,-5.05655,61.48891,0,0,0,0
yellow,-4.33847,57.55389,0,0,0,0
blue,-2.93552,61.79298,0,0,0,0
yellow,-2.50071,57.81669,0,0,0,0
blue,-0.81426,61.95386,0,0,0,0
yellow,-0.63407,57.95792,0,0,0,0
blue,1.30522,61.98469,0,0,0,0
yellow,1.24544,57.98514,0,0,0,0
blue,3.42141,61.89064,0,0,0,0
yellow,3.12474,57.90166,0,0,0,0
blue,5.53271,61.67001,0,0,0,0
yellow,4.99118,57.70683,0,0,0,0
blue,7.63685,61.31391,0,0,0,0
yellow,6.83031,57.39607,0,0,0,0
blue,9.73014,60.80440,0,0,0,0
yellow,8.62283,56.96072,0,0,0,0
blue,11.80513,60.11006,0,0,0,0
yellow,10.34032,56.38792,0,0,0,0
blue,13.84537,59.17847,0,0,0,0
yellow,11.93810,55.66246,0,0,0,0
blue,15.80892,57.92370,0,0,0,0
yellow,13.34556,54.77222,0,0,0,0
blue,17.58214,56.22567,0,0,0,0
yellow,14.46448,53.71963,0,0,0,0
blue,18.90899,54.01374,0,0,0,0
yellow,15.19796,52.52102,0,0,0,0
blue,19.48563,51.46537,0,0,0,0
yellow,15.49551,51.18446,0,0,0,0
blue,19.29269,48.95207,0,0,0,0
yellow,15.36762,49.72265,0,0,0,0
blue,18.58049,46.68318,0,0,0,0
yellow,14.87278,48.18413,0,0,0,0
blue,17.57532,44.65865,0,0,0,0
yellow,14.09532,46.63086,0,0,0,0
blue,16.40126,42.81997,0,0,0,0
yellow,13.11520,45.10072,0,0,0,0
blue,15.12171,41.11649,0,0,0,0
yellow,11.99183,43.60724,0,0,0,0
blue,13.77171,39.51254,0,0,0,0
yellow,10.76581,42.15160,0,0,0,0
blue,12.37237,37.98344,0,0,0,0
yellow,9.46460,40.73023,0,0,0,0
blue,10.93762,36.51155,0,0,0,0
yellow,8.10723,39.33801,0,0,0,0
blue,9.47729,35.08388,0,0,0,0
yellow,6.70730,37.96956,0,0,0,0
blue,7.99881,33.69030,0,0,0,0
yellow,5.27500,36.61960,0,0,0,0
blue,6.50802,32.32274,0,0,0,0
yellow,3.81814,35.28324,0,0,0,0
blue,5.00987,30.97448,0,0,0,0
yellow,2.34303,33.95575,0,0,0,0
blue,0.51410,26.99046,0,0,0,0
blue,-0.97103,25.66659,0,0,0,0
yellow,-3.64298,28.64328,0,0,0,0
blue,-2.44185,24.33719,0,0,0,0
yellow,-5.13962,27.29050,0,0,0,0
blue,-3.89286,22.99769,0,0,0,0
yellow,-6.62766,25.91673,0,0,0,0
blue,-5.31740,21.64331,0,0,0,0
yellow,-8.10195,24.51495,0,0,0,0
blue,-6.70715,20.26906,0,0,0,0
yellow,-9.55627,23.07664,0,0,0,0
blue,-8.05114,18.86965,0,0,0,0
yellow,-10.98273,21.59101,0,0,0,0
blue,-9.33452,17.43967,0,0,0,0
yellow,-12.37057,20.04398,0,0,0,0
blue,-10.53639,15.97422,0,0,0,0
yellow,-13.70434,18.41637,0,0,0,0
blue,-11.62637,14.47053,0,0,0,0
yellow,-14.96007,16.68105,0,0,0,0
blue,-12.55944,12.93217,0,0,0,0
yellow,-16.09726,14.79868,0,0,0,0
blue,-13.27035,11.37790,0,0,0,0
yellow,-17.04040,12.71458,0,0,0,0
blue,-13.67544,9.85332,0,0,0,0
yellow,-17.64126,10.37512,0,0,0,0
blue,-13.69449,8.42161,0,0,0,0
yellow,-17.64912,7.82086,0,0,0,0
blue,-13.27990,7.12137,0,0,0,0
yellow,-16.85496,5.32723,0,0,0,0
blue,-12.43670,5.96013,0,0,0,0
yellow,-15.37666,3.24782,0,0,0,0
blue,-11.23080,4.94925,0,0,0,0
yellow,-13.53475,1.67941,0,0,0,0
blue,-9.76423,4.10331,0,0,0,0
yellow,-11.54397,0.52106,0,0,0,0
blue,-8.12903,3.41987,0,0,0,0
yellow,-9.49193,-0.34079,0,0,0,0
blue,-6.38808,2.88499,0,0,0,0
yellow,-7.41103,-0.98199,0,0,0,0
blue,-4.58091,2.48377,0,0,0,0
yellow,-5.31435,-1.44842,0,0,0,0
blue,-2.76234,2.20777,0,0,0,0
yellow,-3.17859,-1.77051,0,0,0,0
big_orange,0.00000,-2.00000,0,0,0,0
big_orange,0.00000,2.00000,0,0,0,0
